"Representative rates for the period  April 28, 2013 - March 23, 2021",,,,,,,
,,,,,,,
Date,Australian dollar   (AUD)                     ,Chinese yuan   (CNY)                     ,Euro   (EUR)                     ,Japanese yen   (JPY)                     ,Swiss franc   (CHF)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     
7-Sep-2017,0.7991,6.4935,1.1971,109.08,0.9516,1.309,1
8-Sep-2017,0.8121,6.4483,1.206,108.36,0.9456,1.31945,1
11-Sep-2017,0.8055,6.5131,1.1997,108.45,0.9493,1.3215,1
12-Sep-2017,0.8023,6.534,1.1933,109.4,0.9595,1.3277,1
13-Sep-2017,0.8027,6.5284,1.1979,110.15,0.9595,1.32645,1
14-Sep-2017,0.8,6.549,1.1885,110.47,0.9671,1.3243,1
15-Sep-2017,0.8001,6.5488,1.1963,110.18,0.9606,1.35825,1
18-Sep-2017,0.8028,6.5565,1.1948,,0.9589,1.35435,1
19-Sep-2017,0.7976,6.5855,1.1972,111.5,0.9629,1.34995,1
20-Sep-2017,0.8029,6.5731,1.2007,111.61,0.9608,1.3533,1
21-Sep-2017,0.7964,6.5969,1.1905,112.53,0.9732,1.348,1
22-Sep-2017,0.7933,6.5923,1.1961,112.05,0.9695,1.3557,1
25-Sep-2017,0.7966,6.6141,1.1867,112.51,0.9743,1.3479,1
26-Sep-2017,0.7938,6.6311,1.1787,111.55,0.9717,1.3432,1
27-Sep-2017,0.7858,6.6378,1.1741,112.42,0.9741,1.3426,1
28-Sep-2017,0.7813,6.672,1.1778,112.89,0.9729,1.342,1
29-Sep-2017,0.7839,6.6481,1.1806,112.66,0.9694,1.3384,1
2-Oct-2017,,,1.1744,112.76,0.9707,1.33105,1
3-Oct-2017,0.7801,,1.1753,112.93,0.9742,1.3259,1
4-Oct-2017,0.7859,,1.1787,112.6,0.9723,1.3282,1
5-Oct-2017,0.7832,,1.1742,112.75,0.9768,1.3182,1
6-Oct-2017,0.7755,,1.1707,113,0.9795,1.3064,1
10-Oct-2017,0.7785,6.5942,1.1797,112.65,0.9766,1.3189,1
11-Oct-2017,0.7782,6.5783,1.183,112.33,0.9733,1.3195,1
12-Oct-2017,0.7817,6.5852,1.1856,112.38,0.9748,1.3167,1
13-Oct-2017,0.7832,6.5864,1.181,112.25,0.976,1.329,1
16-Oct-2017,0.7872,6.5858,1.1803,112,0.9753,1.33015,1
17-Oct-2017,0.7846,6.6135,1.1759,112.19,0.9772,1.3204,1
18-Oct-2017,0.7848,6.6231,1.1749,112.21,0.9808,1.31795,1
19-Oct-2017,0.7852,6.6204,1.1834,113,0.9757,1.3167,1
20-Oct-2017,0.7845,6.6157,1.1818,113.17,0.9825,1.3178,1
23-Oct-2017,0.7826,6.6361,1.174,114,0.9876,1.3173,1
24-Oct-2017,0.7819,6.6364,1.1761,113.37,0.9869,1.3179,1
25-Oct-2017,0.772,6.6427,1.1785,113.91,0.9925,1.3244,1
26-Oct-2017,0.7706,6.6324,1.1753,113.55,0.9908,1.3219,1
27-Oct-2017,0.7642,6.6515,1.1605,114.15,1.0015,1.31025,1
30-Oct-2017,0.7677,6.6502,1.1612,113.74,0.998,1.319,1
31-Oct-2017,0.7673,6.6285,1.1638,113.15,0.9982,1.3219,1
1-Nov-2017,0.7659,6.6154,1.1612,113.9,1.0004,1.3297,1
2-Nov-2017,0.7715,6.6026,1.1645,114.02,0.9991,1.3137,1
3-Nov-2017,0.769,6.6246,1.1657,,0.9991,1.30915,1
6-Nov-2017,0.7655,6.6358,1.159,114.37,1.0017,1.3112,1
7-Nov-2017,0.768,6.6319,1.1562,113.77,0.9985,1.31335,1
8-Nov-2017,0.7653,6.6373,1.159,113.78,0.9985,1.3118,1
9-Nov-2017,0.7683,6.6341,1.163,114,0.9964,1.3121,1
10-Nov-2017,0.7682,6.6449,1.1654,113.36,0.9944,1.316,1
13-Nov-2017,0.7658,6.6456,1.1656,113.66,0.995,1.3092,1
14-Nov-2017,0.7632,6.6402,1.1745,113.65,0.9947,1.3111,1
15-Nov-2017,0.7583,6.6339,1.184,113.46,0.9865,1.3169,1
16-Nov-2017,0.7594,6.636,1.1771,113.03,0.9927,1.319,1
17-Nov-2017,0.7574,6.6339,1.1795,112.94,0.9922,1.3198,1
20-Nov-2017,0.7556,6.6337,1.1781,112,0.9904,1.3245,1
21-Nov-2017,0.7537,6.6363,1.1718,112.6,0.9942,1.32315,1
22-Nov-2017,0.7568,6.6153,1.1749,112.33,0.9889,1.32495,1
27-Nov-2017,0.7603,6.6005,1.1952,111.4,0.9808,1.33495,1
28-Nov-2017,0.7611,6.602,1.1888,111.18,0.9821,1.3297,1
29-Nov-2017,0.7586,6.5964,1.1827,111.45,0.984,1.34035,1
30-Nov-2017,0.7585,6.6073,1.1849,112,0.9865,1.34445,1
1-Dec-2017,0.7564,6.6075,1.1885,112.43,0.982,1.35025,1
4-Dec-2017,0.7598,6.618,1.1865,112.75,0.9839,1.3505,1
5-Dec-2017,0.7651,6.6129,1.1847,112.5,0.9842,1.3412,1
6-Dec-2017,0.7578,6.6132,1.1817,112.45,0.9892,1.33625,1
7-Dec-2017,0.7545,6.6161,1.1786,112.4,0.9928,1.3331,1
8-Dec-2017,0.7512,6.6162,1.1742,113.3,0.997,1.3455,1
11-Dec-2017,0.7525,6.617,1.1796,113.63,0.9906,1.3374,1
12-Dec-2017,0.7533,6.6221,1.1766,113.48,0.9908,1.3349,1
13-Dec-2017,0.757,6.6206,1.1736,113.34,0.9919,1.3353,1
14-Dec-2017,0.7666,6.6108,1.1845,112.77,0.9873,1.34345,1
15-Dec-2017,0.7675,6.6069,1.1806,112.36,0.989,1.3395,1
18-Dec-2017,0.7658,6.6131,1.1795,112.66,0.9878,1.33665,1
19-Dec-2017,0.7669,6.6121,1.1823,112.62,0.9841,1.3374,1
20-Dec-2017,0.7658,6.5851,1.1845,112.95,0.9876,1.3393,1
21-Dec-2017,0.7666,6.5815,1.1859,113.4,0.9882,1.33665,1
22-Dec-2017,0.7714,6.5764,1.1853,113.33,0.9893,1.33855,1
26-Dec-2017,,6.5433,,113.3,,1.3368,1
27-Dec-2017,0.7745,6.5554,1.1895,113.2,0.9888,1.3414,1
28-Dec-2017,0.7791,6.5312,1.1934,113.22,0.9798,1.3434,1
29-Dec-2017,0.78,6.5116,1.1993,112.9,0.9758,1.35115,1
2-Jan-2018,0.7837,6.4959,1.2065,,0.9712,1.3551,1
3-Jan-2018,0.7816,6.5018,1.2023,,0.9761,1.35615,1
4-Jan-2018,0.7835,6.4966,1.2065,112.7,0.9751,1.35545,1
5-Jan-2018,0.7857,6.4846,1.2045,112.79,0.9765,1.35475,1
8-Jan-2018,0.7842,6.4923,1.1973,,0.9778,1.3541,1
9-Jan-2018,0.7854,6.5165,1.1932,112.67,0.9826,1.354,1
10-Jan-2018,0.7828,6.5249,1.1992,112.3,0.9779,1.35535,1
11-Jan-2018,0.7873,6.5057,1.2017,111.75,0.9792,1.3462,1
12-Jan-2018,0.7885,6.474,1.2137,111.23,0.9714,1.3639,1
16-Jan-2018,0.7968,6.4345,1.223,110.75,0.9659,1.3747,1
17-Jan-2018,0.7955,6.4351,1.2203,110.32,0.9642,1.3788,1
18-Jan-2018,0.7964,6.4301,1.2235,111.35,0.9598,1.3886,1
19-Jan-2018,0.8019,6.4032,1.2255,111.05,0.958,1.38855,1
22-Jan-2018,0.799,6.405,1.2239,110.8,0.9605,1.39005,1
23-Jan-2018,0.7989,6.4004,1.2249,110.96,0.9617,1.39345,1
24-Jan-2018,0.8016,6.3918,1.2352,110.05,0.9505,1.4136,1
25-Jan-2018,0.8094,6.3388,1.2407,109,0.9417,1.4258,1
26-Jan-2018,,6.3205,1.2436,109.75,0.9349,1.4247,1
29-Jan-2018,0.8096,6.3255,1.2379,108.78,0.9358,1.4063,1
30-Jan-2018,0.807,6.3361,1.2421,108.85,0.933,1.4124,1
31-Jan-2018,0.8073,6.296,1.2457,108.84,0.933,1.4161,1
1-Feb-2018,0.8044,6.3021,1.2459,109.18,0.933,1.4219,1
2-Feb-2018,0.7997,6.2746,1.2492,109.4,0.9294,1.4223,1
5-Feb-2018,0.7929,6.2955,1.244,109.95,0.9313,1.4048,1
6-Feb-2018,0.7844,6.2848,1.2329,108.7,0.9355,1.39315,1
7-Feb-2018,0.7883,6.2587,1.2338,109.42,0.9399,1.38885,1
8-Feb-2018,0.7812,6.323,1.2252,109.38,0.9453,1.39705,1
9-Feb-2018,0.7779,6.301,1.2273,108.84,0.9385,1.38265,1
12-Feb-2018,0.7834,6.3217,1.2263,,0.9375,1.38515,1
13-Feb-2018,0.787,6.346,1.2333,108.72,0.9338,1.3902,1
14-Feb-2018,0.7877,6.348,1.2348,107.1,0.9336,1.3851,1
15-Feb-2018,0.7933,,1.2493,106.58,0.9255,1.40465,1
16-Feb-2018,0.7965,,1.2464,105.7,0.9229,1.4063,1
20-Feb-2018,0.7926,,1.234,106.78,0.9347,1.39865,1
21-Feb-2018,0.7852,,1.2312,107.5,0.9377,1.3923,1
22-Feb-2018,0.7806,6.3578,1.2276,107.35,0.9375,1.38795,1
23-Feb-2018,0.7821,6.3394,1.2299,106.9,0.9344,1.39785,1
26-Feb-2018,0.7863,6.3084,1.232,106.5,0.9347,1.4047,1
27-Feb-2018,0.7847,6.3096,1.2301,106.89,0.9375,1.3947,1
28-Feb-2018,0.7792,6.3315,1.2214,107.32,0.9434,1.3842,1
1-Mar-2018,0.7731,6.3418,1.2171,106.68,0.946,1.3745,1
2-Mar-2018,0.7756,6.3497,1.2312,106.25,0.935,1.37905,1
5-Mar-2018,0.7752,6.3415,1.2307,105.55,0.9378,1.3813,1
6-Mar-2018,0.7773,6.3431,1.2411,106.35,0.9383,1.38985,1
7-Mar-2018,0.7804,6.3257,1.2417,105.62,0.939,1.38555,1
8-Mar-2018,0.783,6.3294,1.2421,106.12,0.9468,1.3861,1
9-Mar-2018,0.7792,6.3348,1.2291,106.7,0.9505,1.38255,1
12-Mar-2018,0.7869,6.3223,1.2302,106.62,0.9507,1.3854,1
13-Mar-2018,0.787,6.3324,1.2378,106.36,0.9479,1.3894,1
14-Mar-2018,0.7871,6.3168,1.2369,106.45,0.9451,1.3976,1
15-Mar-2018,0.7876,6.3236,1.2341,106.01,0.9459,1.3929,1
16-Mar-2018,0.779,6.3261,1.2301,105.9,0.9496,1.39675,1
19-Mar-2018,0.7691,6.331,1.2309,105.83,0.9535,1.4046,1
20-Mar-2018,0.7703,6.331,1.2276,106.11,0.9542,1.4008,1
21-Mar-2018,,6.3308,1.2286,,,1.40495,1
22-Mar-2018,0.7744,6.3197,1.2316,105.7,0.9479,1.4192,1
23-Mar-2018,0.7711,6.3276,1.2346,104.9,0.947,1.412,1
26-Mar-2018,0.7723,6.2965,1.2411,104.98,0.9465,1.42265,1
27-Mar-2018,0.7738,6.2547,1.2376,105.63,0.9467,1.4111,1
28-Mar-2018,0.7694,6.2815,1.2398,105.48,0.9514,1.4143,1
29-Mar-2018,0.7665,6.2931,1.2321,106.58,0.9568,1.40615,1
30-Mar-2018,,6.2754,,106.19,,,1
2-Apr-2018,,6.2785,,106.32,0.9536,1.406,1
3-Apr-2018,0.7685,6.287,1.2308,105.89,0.9567,1.40265,1
4-Apr-2018,0.77,6.3025,1.2276,106.51,0.9585,1.40385,1
5-Apr-2018,0.769,,1.226,106.94,0.9603,1.40635,1
6-Apr-2018,0.7677,,1.2234,107.17,0.9632,1.4015,1
9-Apr-2018,0.7691,6.3091,1.2304,106.95,0.9603,1.41035,1
10-Apr-2018,0.7733,6.2949,1.2361,106.71,0.9561,1.4159,1
11-Apr-2018,0.7749,6.2831,1.2384,107.09,0.9581,1.4193,1
12-Apr-2018,0.7751,6.2809,1.2323,106.82,0.96265,1.41865,1
13-Apr-2018,0.778,6.2874,1.2317,107.33,0.9622,1.4279,1
16-Apr-2018,0.7769,6.2821,1.237,107.22,0.9603,1.42995,1
17-Apr-2018,0.7771,6.2785,1.2357,107,0.9617,1.4334,1
18-Apr-2018,0.7771,6.2845,1.2388,107.32,0.9681,1.42075,1
19-Apr-2018,0.7804,6.2769,1.2382,107.44,0.9682,1.4218,1
20-Apr-2018,0.7714,6.2879,1.2309,107.49,0.9743,1.4074,1
23-Apr-2018,0.7673,6.305,1.2238,107.82,0.9757,1.3953,1
24-Apr-2018,0.7608,6.3146,1.2213,108.76,0.9782,1.3941,1
25-Apr-2018,,6.3224,1.2185,109.18,0.9827,1.39525,1
26-Apr-2018,0.7574,6.3352,1.2168,109.37,0.9835,1.39655,1
27-Apr-2018,0.7545,6.3407,1.207,109.31,0.9907,1.37685,1
30-Apr-2018,0.757,6.3407,1.2079,109.31,0.9894,1.3725,1
1-May-2018,0.754,,,109.3,,1.36945,1
2-May-2018,0.7503,6.3609,1.2007,109.83,0.9958,1.36535,1
3-May-2018,0.7524,6.3561,1.1992,,0.998,1.3585,1
4-May-2018,0.7538,6.354,1.1969,,0.99825,1.35685,1
7-May-2018,0.752,6.3645,1.1902,108.94,1.0045,1.35315,1
8-May-2018,0.7514,6.3676,1.187,108.91,1.0021,1.35145,1
9-May-2018,0.7435,6.3803,1.1879,109.5,1.0015,1.35645,1
10-May-2018,0.7458,6.366,1.1878,109.91,,1.3566,1
11-May-2018,0.7534,6.3438,1.1934,109.41,0.9993,1.3575,1
14-May-2018,0.7549,6.3367,1.1988,109.33,0.99838,1.3592,1
15-May-2018,0.7508,6.3558,1.1883,109.7,1.00062,1.3539,1
16-May-2018,0.7484,6.3688,1.1784,110.28,1.00139,1.3473,1
17-May-2018,0.754,6.3655,1.1805,110.36,1.00195,1.3493,1
18-May-2018,0.7519,6.3733,1.1781,110.89,1.0002,1.3482,1
21-May-2018,0.7519,6.3919,1.1759,111.04,,1.3401,1
22-May-2018,0.7588,6.3686,1.1794,110.95,0.99605,1.3457,1
23-May-2018,0.7541,6.3889,1.1708,110.48,0.9908,1.3351,1
24-May-2018,0.7562,6.3866,1.1728,109.5,0.99075,1.3404,1
25-May-2018,0.7565,6.3907,1.1675,109.54,0.9924,1.3341,1
29-May-2018,0.7535,6.4162,1.1558,109,0.9965,1.3249,1
30-May-2018,0.7501,6.4217,1.1632,108.5,0.99065,1.3276,1
31-May-2018,0.7564,6.402,1.1699,108.66,0.9862,1.3326,1
1-Jun-2018,0.7541,6.4164,1.1669,109.05,0.98555,1.3324,1
4-Jun-2018,0.7615,6.4145,1.1737,109.66,0.98475,1.3386,1
5-Jun-2018,0.7633,6.4034,1.1675,109.88,0.9857,1.336,1
6-Jun-2018,0.7664,6.3942,1.1765,109.86,0.98805,1.34175,1
7-Jun-2018,0.7659,6.3937,1.1836,109.96,0.98135,1.34535,1
8-Jun-2018,0.7609,6.4091,1.1754,109.81,0.98385,1.3389,1
11-Jun-2018,,6.4022,1.179,109.7,0.9871,1.33525,1
12-Jun-2018,0.7615,6.4026,1.1788,110.4,0.9842,1.3391,1
13-Jun-2018,0.7574,6.4048,1.1764,110.48,0.9879,1.3329,1
14-Jun-2018,0.7555,6.392,1.173,110.22,0.98355,1.3432,1
15-Jun-2018,0.7465,6.4144,1.1596,110.7,0.99795,1.3291,1
18-Jun-2018,0.745,,1.1613,110.54,0.99505,1.3252,1
19-Jun-2018,0.738,6.4668,1.1534,110.14,0.9957,1.3171,1
20-Jun-2018,0.7402,6.468,1.1578,110.02,0.99775,1.3158,1
21-Jun-2018,0.736,6.4999,1.1538,110.58,0.9963,1.3182,1
22-Jun-2018,0.7398,6.499,1.1648,110.03,0.99025,1.32965,1
25-Jun-2018,0.7419,6.5342,1.17,109.5,0.98845,1.3255,1
26-Jun-2018,0.7416,6.5528,1.1672,109.6,0.98945,1.3241,1
27-Jun-2018,0.738,6.5954,1.1616,109.9,0.99145,1.3208,1
28-Jun-2018,0.7353,6.6257,1.1583,110.05,0.9966,1.3098,1
29-Jun-2018,0.7391,6.6248,1.1658,110.45,0.99365,1.31395,1
2-Jul-2018,0.7382,6.6561,1.1639,111,0.9927,1.3164,1
3-Jul-2018,0.736,6.6637,1.1665,111,0.9934,1.3187,1
5-Jul-2018,0.7378,6.6416,1.1709,110.38,0.99245,1.32445,1
6-Jul-2018,0.7408,6.6506,1.1724,110.7,0.99285,1.32355,1
9-Jul-2018,0.7467,6.6201,1.1789,110.48,0.98785,1.3333,1
10-Jul-2018,0.7457,6.6169,1.1713,110.99,0.9952,1.32325,1
11-Jul-2018,0.7408,6.6535,1.1735,110.88,0.99455,1.3245,1
12-Jul-2018,0.7384,6.6683,1.1658,112.28,0.99865,1.3198,1
13-Jul-2018,0.7416,6.6809,1.1643,112.7,1.0059,1.31275,1
16-Jul-2018,0.7436,6.6928,1.172,,0.99845,1.3278,1
17-Jul-2018,0.7427,6.677,1.1707,112.39,0.9945,1.324,1
18-Jul-2018,0.7361,6.7112,1.1611,112.95,1.0001,1.30305,1
19-Jul-2018,0.7411,6.761,1.1588,112.75,1.00215,1.2986,1
20-Jul-2018,0.7375,6.7819,1.167,112.58,0.99805,1.3034,1
23-Jul-2018,0.7423,6.7798,1.1716,110.92,0.9918,1.31435,1
24-Jul-2018,0.7376,6.8123,1.1706,111.25,0.99275,1.31345,1
25-Jul-2018,0.7402,6.7837,1.169,111.28,0.9919,1.31605,1
26-Jul-2018,0.7436,6.7776,1.1716,110.71,0.9929,1.31755,1
27-Jul-2018,0.7389,6.8138,1.1625,111.12,0.9971,1.30985,1
30-Jul-2018,0.7397,6.8246,1.1684,111.04,0.99255,1.31105,1
31-Jul-2018,0.7431,6.8309,1.1736,110.97,0.98815,1.3163,1
1-Aug-2018,0.7407,6.8056,1.1696,111.83,,1.3129,1
2-Aug-2018,0.7385,6.8269,1.1617,111.69,0.99375,1.31095,1
3-Aug-2018,0.737,6.8905,1.1588,111.75,0.9952,1.3003,1
6-Aug-2018,,6.8403,1.1543,111.34,0.9978,1.29355,1
7-Aug-2018,0.7402,6.8412,1.1602,111.33,0.99465,1.2965,1
8-Aug-2018,0.7427,6.824,1.1589,111.4,0.99605,1.2861,1
9-Aug-2018,0.7441,6.8254,1.1593,110.82,0.99325,1.2888,1
10-Aug-2018,0.7331,6.8554,1.1456,110.88,0.99495,1.2771,1
13-Aug-2018,0.7279,6.8803,1.1403,110.25,0.9947,1.275,1
14-Aug-2018,0.7271,6.8821,1.1406,110.76,0.9909,1.2773,1
15-Aug-2018,0.7213,6.9058,1.1321,111.37,0.9977,1.271,1
16-Aug-2018,0.7275,6.9132,1.137,110.83,0.994,1.26945,1
17-Aug-2018,0.727,6.8885,1.1391,110.87,0.99635,1.2709,1
20-Aug-2018,0.7306,6.8529,1.142,110.5,0.99615,1.2751,1
21-Aug-2018,0.736,6.8404,1.1502,109.92,0.98735,1.2835,1
22-Aug-2018,0.7356,6.8455,1.1616,110.15,0.9833,1.289,1
23-Aug-2018,0.7294,6.8714,1.1579,110.84,0.98245,1.2904,1
24-Aug-2018,0.728,6.8825,1.1588,111.42,0.98365,1.2857,1
27-Aug-2018,0.7323,6.8175,1.1633,111.21,0.9835,,1
28-Aug-2018,0.7328,6.81,1.171,111.27,0.97655,1.28945,1
29-Aug-2018,0.7309,6.8255,1.166,111.25,0.97695,1.2887,1
30-Aug-2018,0.728,6.835,1.1692,111.66,0.9702,1.30165,1
31-Aug-2018,0.726,6.8314,1.1651,111,0.96625,1.30055,1
4-Sep-2018,0.7228,6.8306,1.1562,111.08,0.9738,1.2824,1
5-Sep-2018,0.7186,6.842,1.1582,111.5,0.9738,1.28245,1
6-Sep-2018,0.7171,6.8378,1.1634,111.25,0.96935,1.2934,1
7-Sep-2018,0.7151,6.8373,1.1615,110.5,0.96555,1.302,1
10-Sep-2018,0.7115,6.8595,1.1571,110.94,0.9735,1.2931,1
11-Sep-2018,0.7126,6.8618,1.1574,111.45,0.974,1.3016,1
12-Sep-2018,0.7103,6.87,1.1585,111.55,0.97345,1.2984,1
13-Sep-2018,0.7181,6.8495,1.162,111.42,0.9696,1.30615,1
14-Sep-2018,0.72,6.8478,1.1689,112.05,0.9642,1.31195,1
17-Sep-2018,0.7162,6.8692,1.1671,,0.9641,1.3107,1
18-Sep-2018,0.7207,6.8632,1.1697,111.8,0.9619,1.3139,1
19-Sep-2018,0.7248,6.8529,1.1667,112.35,0.96835,1.3184,1
20-Sep-2018,0.726,6.8534,1.1769,112.33,0.96505,1.32325,1
21-Sep-2018,0.7296,6.8407,1.1759,112.7,0.9567,1.3189,1
24-Sep-2018,0.7262,,1.1773,,0.95905,1.313,1
25-Sep-2018,0.7244,6.8671,1.1777,112.95,0.96615,1.3154,1
26-Sep-2018,0.7264,6.8765,1.1737,112.92,0.96845,1.31455,1
27-Sep-2018,0.7233,6.8771,1.1707,112.83,0.9703,1.3139,1
28-Sep-2018,0.7222,6.8814,1.1576,113.47,0.9764,1.3041,1
1-Oct-2018,,,1.1606,113.9,0.98275,1.3039,1
2-Oct-2018,0.72,,1.1543,113.94,0.98455,1.2947,1
3-Oct-2018,0.7182,,1.1548,113.6,0.9872,1.2981,1
4-Oct-2018,0.7085,,1.1502,114.4,0.99145,1.29825,1
5-Oct-2018,0.7065,,1.1506,114.09,0.9938,1.30375,1
9-Oct-2018,0.709,6.9239,1.1435,113,0.9945,1.3051,1
10-Oct-2018,0.7118,6.919,1.15,113.04,0.9918,1.3163,1
11-Oct-2018,0.7072,6.9282,1.1575,112.15,0.9876,1.3207,1
12-Oct-2018,0.7123,6.9152,1.1574,112.16,0.9914,1.32195,1
15-Oct-2018,0.7108,6.9275,1.1581,111.99,0.9853,1.3174,1
16-Oct-2018,0.7122,6.9189,1.1587,111.86,0.98795,1.32185,1
17-Oct-2018,0.7136,6.9272,1.153,112.39,0.99295,1.3132,1
18-Oct-2018,0.7131,6.9377,1.1505,112.51,0.99235,1.3129,1
19-Oct-2018,0.7109,6.933,1.147,112.32,0.99605,1.30305,1
22-Oct-2018,0.7107,6.9354,1.1494,112.45,0.9972,1.3027,1
23-Oct-2018,0.7063,6.9395,1.1478,112.75,0.99575,1.29865,1
24-Oct-2018,0.7104,6.9385,1.1389,112.44,0.99685,1.2918,1
25-Oct-2018,0.7077,6.9481,1.1416,111.95,0.9992,1.2895,1
26-Oct-2018,0.7034,6.9381,1.1345,112.41,1.00075,1.2791,1
29-Oct-2018,0.7099,6.953,1.1381,111.95,0.9995,1.2827,1
30-Oct-2018,0.7093,6.963,1.1372,112.51,1.0026,1.2741,1
31-Oct-2018,0.7085,6.9717,1.1318,113.24,1.0053,1.2774,1
1-Nov-2018,0.713,6.9533,1.1393,112.89,1.003,1.29155,1
2-Nov-2018,0.7243,6.8965,1.1417,113.05,0.99715,1.3021,1
5-Nov-2018,0.7189,6.9275,1.137,113.2,1.0063,1.30035,1
6-Nov-2018,0.7213,6.9239,1.1428,113.28,1.00415,1.3068,1
7-Nov-2018,0.7264,6.9298,1.1487,113.6,0.99595,1.316,1
8-Nov-2018,0.7274,6.9283,1.1424,113.62,1.00315,1.3104,1
9-Nov-2018,0.7244,6.9465,1.1346,113.9,1.0059,1.3026,1
12-Nov-2018,0.7226,6.9636,1.1265,114.09,1.0096,1.28685,1
13-Nov-2018,0.7212,6.952,1.1261,113.7,1.0096,1.2921,1
14-Nov-2018,0.7217,6.9498,1.1296,113.92,1.0098,1.29345,1
15-Nov-2018,0.7279,6.9377,1.1305,113.61,1.0055,1.28135,1
16-Nov-2018,0.7269,6.9503,1.1346,113.4,1.0076,1.2815,1
19-Nov-2018,0.7308,6.9393,1.1427,112.77,0.996,1.28115,1
20-Nov-2018,0.7274,6.9424,1.1421,112.5,0.9927,1.2847,1
21-Nov-2018,0.7235,6.9425,1.1409,112.89,0.99395,1.2807,1
26-Nov-2018,0.725,6.938,1.1363,113.25,0.99655,1.2857,1
27-Nov-2018,0.7228,6.9504,1.1328,113.5,0.99935,1.2745,1
28-Nov-2018,0.7233,6.9564,1.1284,113.8,0.9991,1.28,1
29-Nov-2018,0.7314,6.9443,1.1387,113.27,0.9956,1.2767,1
30-Nov-2018,0.7316,6.9433,1.1359,113.43,0.99805,1.2755,1
3-Dec-2018,0.7367,6.8904,1.1332,113.5,0.99905,1.2723,1
4-Dec-2018,0.7375,6.8452,1.1409,113.59,0.99525,1.281,1
5-Dec-2018,0.7288,6.8681,1.1354,113,,1.27735,1
6-Dec-2018,0.7226,6.8816,1.1351,112.8,0.99735,1.2746,1
7-Dec-2018,0.7233,6.8827,1.1371,112.75,0.99255,1.277,1
10-Dec-2018,0.7221,6.907,1.1425,112.57,0.9891,1.26585,1
11-Dec-2018,0.7205,6.9001,1.1379,113.06,0.9875,1.2605,1
12-Dec-2018,0.7215,6.888,1.1346,113.5,0.9954,1.2547,1
13-Dec-2018,0.7226,6.8678,1.1371,113.45,0.99185,1.2654,1
14-Dec-2018,0.7189,6.8948,1.1285,113.58,0.99755,1.2556,1
17-Dec-2018,0.7173,6.8999,1.1341,113.48,0.99395,1.26415,1
18-Dec-2018,0.7189,6.8986,1.1377,112.5,0.99085,1.2694,1
19-Dec-2018,0.7193,6.8973,1.1405,112.4,0.9937,1.26495,1
20-Dec-2018,0.7095,6.9003,1.1451,112.52,0.9878,1.26865,1
21-Dec-2018,0.711,6.8977,1.1414,111.24,0.9897,1.267,1
26-Dec-2018,,6.8765,,110.44,,1.2674,1
27-Dec-2018,0.706,6.8905,1.1377,111.1,0.99175,1.2629,1
28-Dec-2018,0.7051,6.853,1.1454,110.83,0.9811,1.26955,1
2-Jan-2019,0.702,6.8557,1.1397,,,1.26605,1
3-Jan-2019,0.6945,6.8744,1.1348,,0.9895,1.2556,1
4-Jan-2019,0.7024,6.8647,1.1403,107.63,0.9871,1.2666,1
7-Jan-2019,0.7133,6.8498,1.1445,108.49,0.98185,1.2754,1
8-Jan-2019,0.713,6.86,1.144,108.74,0.97945,1.27755,1
9-Jan-2019,0.7154,6.8353,1.1455,108.9,0.9808,1.2733,1
10-Jan-2019,0.7185,6.7899,1.1535,107.93,0.977,1.2738,1
11-Jan-2019,0.722,6.7468,1.1533,108.4,0.9832,1.2825,1
14-Jan-2019,0.7184,6.7644,1.1467,,0.9816,1.2875,1
15-Jan-2019,0.7212,6.753,1.1424,108.36,0.9863,1.28615,1
16-Jan-2019,0.7196,6.7615,1.1389,108.46,0.99015,1.2849,1
17-Jan-2019,0.7152,6.767,1.1396,109.02,0.99225,1.2898,1
18-Jan-2019,0.7193,6.7725,1.1402,109.35,0.99355,1.2933,1
22-Jan-2019,0.7137,6.8064,1.1354,109.63,0.9963,1.2896,1
23-Jan-2019,0.7137,6.7887,1.1367,109.64,0.99755,1.3034,1
24-Jan-2019,0.711,6.795,1.1341,109.5,0.99535,1.3021,1
25-Jan-2019,0.7095,6.7621,1.1346,109.72,0.99655,1.3095,1
28-Jan-2019,,6.7371,1.1418,109.32,0.99255,1.3145,1
29-Jan-2019,0.7167,6.7374,1.1422,109.18,0.9931,1.3157,1
30-Jan-2019,0.7195,6.7123,1.1429,109.39,0.99705,1.3101,1
31-Jan-2019,0.7268,6.7064,1.1488,108.92,0.993,1.31295,1
1-Feb-2019,0.7241,6.7355,1.1471,108.88,0.993,1.3062,1
4-Feb-2019,0.7227,,1.1445,109.53,0.99715,1.3064,1
5-Feb-2019,0.726,,1.1423,109.99,1.00125,1.30125,1
6-Feb-2019,0.7153,,1.1394,109.75,1.00075,1.29515,1
7-Feb-2019,0.7099,,1.1345,109.88,1.00275,1.2873,1
8-Feb-2019,0.7076,,1.1346,109.8,1.0015,1.29605,1
11-Feb-2019,0.7093,6.7776,1.1309,,1.0029,1.2914,1
12-Feb-2019,0.7072,6.7781,1.1296,110.5,1.00835,1.28545,1
13-Feb-2019,0.7134,6.7594,1.1305,110.55,1.0048,1.2942,1
14-Feb-2019,0.7119,6.7668,1.1268,111,1.0087,1.2807,1
